Date,Open,High,Low,Close,Adj Close,Volume
2020-01-28,78.150002,79.599998,78.047501,79.422501,78.491669,162234000
2020-01-29,81.112503,81.962502,80.345001,81.084999,80.134674,216229200
2020-01-30,80.135002,81.022499,79.6875,80.967499,80.018555,126743200
2020-01-31,80.232498,80.669998,77.072502,77.377502,76.470634,199588400
2020-02-03,76.074997,78.372498,75.555,77.165001,76.260628,173788400
2020-02-04,78.827499,79.910004,78.407501,79.712502,78.778267,136616400
2020-02-05,80.879997,81.190002,79.737503,80.362503,79.420647,118826800
2020-02-06,80.642502,81.305,80.065002,81.302498,80.349632,105425600
2020-02-07,80.592499,80.849998,79.5,80.0075,79.257469,117684000
2020-02-10,78.544998,80.387497,78.462502,80.387497,79.633904,109348800
2020-02-11,80.900002,80.974998,79.677498,79.902496,79.153442,94323200
2020-02-12,80.3675,81.805,80.3675,81.800003,81.033165,113730400
2020-02-13,81.047501,81.555,80.837502,81.217499,80.456116,94747600
2020-02-14,81.184998,81.495003,80.712502,81.237503,80.475937,80113600
2020-02-18,78.839996,79.9375,78.652496,79.75,79.00238,152531200
2020-02-19,80.0,81.142502,80.0,80.904999,80.146545,93984000
2020-02-20,80.657501,81.162498,79.552498,80.074997,79.324333,100566000
2020-02-21,79.654999,80.112503,77.625,78.262497,77.528809,129554000
2020-02-24,74.315002,76.044998,72.307503,74.544998,73.846161,222195200
2020-02-25,75.237503,75.6325,71.532501,72.019997,71.344841,230673600
2020-02-26,71.6325,74.470001,71.625,73.162498,72.476631,198054800
2020-02-27,70.275002,71.5,68.239998,68.379997,67.738968,320605600
2020-02-28,64.315002,69.602501,64.092499,68.339996,67.699341,426510000
2020-03-02,70.57,75.360001,69.43,74.702499,74.002197,341397200
2020-03-03,75.917503,76.0,71.449997,72.330002,71.651932,319475600
2020-03-04,74.110001,75.849998,73.282501,75.684998,74.975479,219178400
2020-03-05,73.879997,74.887497,72.852501,73.230003,72.543495,187572800
2020-03-06,70.5,72.705002,70.307503,72.2575,71.580124,226176800
2020-03-09,65.9375,69.522499,65.75,66.542503,65.918694,286744800
2020-03-10,69.285004,71.610001,67.342499,71.334999,70.666267,285290000
2020-03-11,69.347504,70.305,67.964996,68.857498,68.21199,255598800
2020-03-12,63.985001,67.5,62.0,62.057499,61.475739,418474000
2020-03-13,66.222504,69.980003,63.237499,69.4925,68.841034,370732000
2020-03-16,60.487499,64.769997,60.0,60.552502,59.984844,322423600
2020-03-17,61.877499,64.402496,59.599998,63.215,62.622387,324056000
2020-03-18,59.942501,62.5,59.279999,61.6675,61.089394,300233600
2020-03-19,61.8475,63.209999,60.6525,61.195,60.621319,271857200
2020-03-20,61.794998,62.9575,57.0,57.310001,56.772747,401693200
2020-03-23,57.02,57.125,53.1525,56.092499,55.566658,336752800
2020-03-24,59.09,61.922501,58.575001,61.720001,61.141407,287531200
2020-03-25,62.6875,64.5625,61.075001,61.380001,60.804588,303602000
2020-03-26,61.630001,64.669998,61.59,64.610001,64.004311,252087200
2020-03-27,63.1875,63.967499,61.762501,61.935001,61.354385,204216800
2020-03-30,62.685001,63.880001,62.349998,63.702499,63.105312,167976400
2020-03-31,63.900002,65.622498,63.0,63.572498,62.976532,197002000
2020-04-01,61.625,62.18,59.782501,60.227501,59.662895,176218400
2020-04-02,60.084999,61.287498,59.224998,61.232498,60.65847,165934000
2020-04-03,60.700001,61.424999,59.7425,60.352501,59.786724,129880000
2020-04-06,62.724998,65.777496,62.345001,65.6175,65.002357,201820400
2020-04-07,67.699997,67.925003,64.75,64.857498,64.249489,202887200
2020-04-08,65.684998,66.842499,65.307503,66.517502,65.893929,168895200
2020-04-09,67.175003,67.517502,66.175003,66.997498,66.369415,161834800
2020-04-13,67.077499,68.425003,66.457497,68.3125,67.672096,131022800
2020-04-14,70.0,72.0625,69.512497,71.762497,71.089745,194994800
2020-04-15,70.599998,71.582497,70.157501,71.107498,70.440895,131154400
2020-04-16,71.845001,72.050003,70.587502,71.672501,71.000603,157125200
2020-04-17,71.172501,71.737503,69.214996,70.699997,70.037216,215250000
2020-04-20,69.487503,70.419998,69.212502,69.232498,68.583473,130015200
2020-04-21,69.07,69.3125,66.357498,67.092499,66.463539,180991600
2020-04-22,68.402496,69.474998,68.050003,69.025002,68.377922,116862400
2020-04-23,68.967499,70.4375,68.717499,68.7575,68.112923,124814400
2020-04-24,69.300003,70.752502,69.25,70.7425,70.079315,126161200
2020-04-27,70.449997,71.135002,69.987503,70.792503,70.128853,117087600
2020-04-28,71.269997,71.457497,69.550003,69.644997,68.992119,112004800
2020-04-29,71.182503,72.417503,70.972504,71.932503,71.258163,137280800
2020-04-30,72.489998,73.6325,72.087502,73.449997,72.761436,183064000
2020-05-01,71.5625,74.75,71.462502,72.267502,71.590034,240616800
2020-05-04,72.292503,73.422501,71.580002,73.290001,72.602936,133568000
2020-05-05,73.764999,75.25,73.614998,74.389999,73.692627,147751200
2020-05-06,75.114998,75.809998,74.717499,75.157501,74.452927,142333600
2020-05-07,75.805,76.292503,75.4925,75.934998,75.223137,115215200
2020-05-08,76.410004,77.587502,76.072502,77.532501,77.01358,133838400
2020-05-11,77.025002,79.262497,76.809998,78.752502,78.22541,145946400
2020-05-12,79.457497,79.922501,77.727501,77.852501,77.331436,162301200
2020-05-13,78.037498,78.987503,75.802498,76.912498,76.39772,200622400
2020-05-14,76.127502,77.447502,75.3825,77.385002,76.867065,158929200
2020-05-15,75.087502,76.974998,75.052498,76.927498,76.412621,166348400
2020-05-18,78.292503,79.125,77.580002,78.739998,78.212997,135178400
2020-05-19,78.7575,79.629997,78.252502,78.285004,77.76104,101729600
2020-05-20,79.169998,79.879997,79.129997,79.807503,79.273354,111504800
2020-05-21,79.665001,80.222504,78.967499,79.212502,78.682327,102688800
2020-05-22,78.942497,79.807503,78.837502,79.722504,79.188927,81803200
2020-05-26,80.875,81.059998,79.125,79.182503,78.652542,125522000
2020-05-27,79.035004,79.677498,78.272499,79.527496,78.995224,112945200
2020-05-28,79.192497,80.860001,78.907501,79.5625,79.029984,133560800
2020-05-29,79.8125,80.287498,79.1175,79.485001,78.953018,153532400
2020-06-01,79.4375,80.587502,79.302498,80.462502,79.923965,80791200
2020-06-02,80.1875,80.860001,79.732498,80.834999,80.293968,87642800
2020-06-03,81.165001,81.550003,80.574997,81.279999,80.735992,104491200
2020-06-04,81.097504,81.404999,80.195,80.580002,80.04068,87560400
2020-06-05,80.837502,82.9375,80.807503,82.875,82.320328,137250400
2020-06-08,82.5625,83.400002,81.830002,83.364998,82.807037,95654400
2020-06-09,83.035004,86.402496,83.002502,85.997498,85.421921,147712400
2020-06-10,86.974998,88.692497,86.522499,88.209999,87.619614,166651600
2020-06-11,87.327499,87.764999,83.870003,83.974998,83.412964,201662400
2020-06-12,86.18,86.949997,83.555,84.699997,84.133095,200146000
2020-06-15,83.3125,86.419998,83.144997,85.747498,85.173584,138808800
2020-06-16,87.864998,88.300003,86.18,88.019997,87.430885,165428800
2020-06-17,88.787498,88.849998,87.772499,87.897499,87.309204,114406400
2020-06-18,87.852501,88.362503,87.305,87.932503,87.343979,96820400
2020-06-19,88.660004,89.139999,86.287498,87.43,86.844833,264476000
2020-06-22,87.834999,89.864998,87.787498,89.717499,89.117027,135445200
2020-06-23,91.0,93.095001,90.567497,91.6325,91.019203,212155600
2020-06-24,91.25,92.197502,89.629997,90.014999,89.412537,192623200
2020-06-25,90.175003,91.25,89.392502,91.209999,90.599533,137522400
2020-06-26,91.102501,91.330002,88.254997,88.407501,87.815788,205256800
2020-06-29,88.3125,90.542503,87.82,90.445,89.839653,130646000
2020-06-30,90.019997,91.495003,90.0,91.199997,90.5896,140223200
2020-07-01,91.279999,91.839996,90.977501,91.027496,90.418251,110737200
2020-07-02,91.962502,92.6175,90.910004,91.027496,90.418251,114041600
2020-07-06,92.5,93.945,92.467499,93.462502,92.83696,118655600
2020-07-07,93.852501,94.654999,93.057503,93.172501,92.548889,112424400
2020-07-08,94.18,95.375,94.089996,95.342499,94.704369,117092000
2020-07-09,96.262497,96.317497,94.672501,95.752502,95.111641,125642800
2020-07-10,95.334999,95.980003,94.705002,95.919998,95.278015,90257200
2020-07-13,97.264999,99.955002,95.2575,95.477501,94.83847,191649200
2020-07-14,94.839996,97.254997,93.877502,97.057503,96.407898,170989200
2020-07-15,98.989998,99.247498,96.489998,97.724998,97.07093,153198000
2020-07-16,96.5625,97.404999,95.904999,96.522499,95.876472,110577600
2020-07-17,96.987503,97.147499,95.839996,96.327499,95.682777,92186800
2020-07-20,96.417503,98.5,96.0625,98.357498,97.699188,90318000
2020-07-21,99.172501,99.25,96.7425,97.0,96.350784,103433200
2020-07-22,96.692497,97.974998,96.602501,97.272499,96.621452,89001600
2020-07-23,96.997498,97.077499,92.010002,92.845001,92.223587,197004400
2020-07-24,90.987503,92.970001,89.144997,92.614998,91.995125,185438800
2020-07-27,93.709999,94.904999,93.480003,94.809998,94.17543,121214000
2020-07-28,94.3675,94.550003,93.247498,93.252502,92.628365,103625600
2020-07-29,93.75,95.230003,93.712502,95.040001,94.403893,90329200
2020-07-30,94.1875,96.297501,93.767502,96.190002,95.546204,158130000
2020-07-31,102.885002,106.415001,100.824997,106.260002,105.548805,374336800
2020-08-03,108.199997,111.637497,107.892502,108.9375,108.208389,308151200
2020-08-04,109.1325,110.790001,108.387497,109.665001,108.931015,173071600
2020-08-05,109.377502,110.392502,108.897499,110.0625,109.325851,121776800
2020-08-06,110.404999,114.412498,109.797501,113.902496,113.140152,202428800
2020-08-07,113.205002,113.675003,110.292503,111.112503,110.567833,198045600
2020-08-10,112.599998,113.775002,110.0,112.727501,112.174911,212403600
2020-08-11,111.970001,112.482498,109.107498,109.375,108.838837,187902400
2020-08-12,110.497498,113.275002,110.297501,113.010002,112.456024,165598000
2020-08-13,114.43,116.042503,113.927498,115.010002,114.446213,210082000
2020-08-14,114.830002,115.0,113.044998,114.907501,114.344223,165565200
2020-08-17,116.0625,116.087502,113.962502,114.607498,114.045685,119561600
2020-08-18,114.352501,116.0,114.0075,115.5625,114.99601,105633600
2020-08-19,115.982498,117.162498,115.610001,115.707497,115.140297,145538000
2020-08-20,115.75,118.392502,115.732498,118.275002,117.695213,126907200
2020-08-21,119.262497,124.8675,119.25,124.370003,123.760338,338054800
2020-08-24,128.697495,128.785004,123.9375,125.857498,125.24054,345937600
2020-08-25,124.697502,125.18,123.052498,124.824997,124.213104,211495600
2020-08-26,126.18,126.9925,125.082497,126.522499,125.902283,163022400
2020-08-27,127.142502,127.485001,123.832497,125.010002,124.397202,155552400
2020-08-28,126.012497,126.442497,124.577499,124.807503,124.195694,187630000
2020-08-31,127.580002,131.0,126.0,129.039993,128.40744,225702700
2020-09-01,132.759995,134.800003,130.529999,134.179993,133.522247,151948100
2020-09-02,137.589996,137.979996,127.0,131.399994,130.755875,200119000
2020-09-03,126.910004,128.839996,120.5,120.879997,120.287437,257599600
2020-09-04,120.07,123.699997,110.889999,120.959999,120.36705,332607200
2020-09-08,113.949997,118.989998,112.68,112.82,112.266953,231366600
2020-09-09,117.260002,119.139999,115.260002,117.32,116.744888,176940500
2020-09-10,120.360001,120.5,112.5,113.489998,112.93367,182274400
2020-09-11,114.57,115.230003,110.0,112.0,111.450974,180860300
2020-09-14,114.720001,115.93,112.800003,115.360001,114.794502,140150100
2020-09-15,118.330002,118.830002,113.610001,115.540001,114.973625,184642000
2020-09-16,115.230003,116.0,112.040001,112.129997,111.58033,154679000
2020-09-17,109.720001,112.199997,108.709999,110.339996,109.79911,178011000
2020-09-18,110.400002,110.879997,106.089996,106.839996,106.316261,287104900
2020-09-21,104.540001,110.190002,103.099998,110.080002,109.540382,195713800
2020-09-22,112.68,112.860001,109.160004,111.809998,111.261894,183055400
2020-09-23,111.620003,112.110001,106.769997,107.120003,106.594902,150718700
2020-09-24,105.169998,110.25,105.0,108.220001,107.689507,167743300
2020-09-25,108.43,112.440002,107.669998,112.279999,111.729591,149981400
2020-09-28,115.010002,115.32,112.779999,114.959999,114.396454,137672400
2020-09-29,114.550003,115.309998,113.57,114.089996,113.530724,99382200
2020-09-30,113.790001,117.260002,113.620003,115.809998,115.242294,142675200
2020-10-01,117.639999,117.720001,115.830002,116.790001,116.217491,116120400
2020-10-02,112.889999,115.370003,112.220001,113.019997,112.465973,144712000
2020-10-05,113.910004,116.650002,113.550003,116.5,115.928909,106243800
2020-10-06,115.699997,116.120003,112.25,113.160004,112.605286,161498200
2020-10-07,114.620003,115.550003,114.129997,115.080002,114.515877,96849000
2020-10-08,116.25,116.400002,114.589996,114.970001,114.40641,83477200
2020-10-09,115.279999,117.0,114.919998,116.970001,116.396606,100506900
2020-10-12,120.059998,125.18,119.279999,124.400002,123.790192,240226800
2020-10-13,125.269997,125.389999,119.650002,121.099998,120.506355,262330500
2020-10-14,121.0,123.029999,119.620003,121.190002,120.595924,150712000
2020-10-15,118.720001,121.199997,118.150002,120.709999,120.118271,112559200
2020-10-16,121.279999,121.550003,118.809998,119.019997,118.436554,115393800
2020-10-19,119.959999,120.419998,115.660004,115.980003,115.411461,120639300
2020-10-20,116.199997,118.980003,115.629997,117.510002,116.933968,124423700
2020-10-21,116.669998,118.709999,116.449997,116.870003,116.297104,89946000
2020-10-22,117.449997,118.040001,114.589996,115.75,115.182587,101988000
2020-10-23,116.389999,116.550003,114.279999,115.040001,114.476074,82572600
2020-10-26,114.010002,116.550003,112.879997,115.050003,114.486023,111850700
2020-10-27,115.489998,117.279999,114.540001,116.599998,116.028427,92276800
2020-10-28,115.050003,115.43,111.099998,111.199997,110.654892,143937800
2020-10-29,112.370003,116.93,112.199997,115.32,114.7547,146129200
2020-10-30,111.059998,111.989998,107.720001,108.860001,108.326363,190272600
2020-11-02,109.110001,110.68,107.32,108.769997,108.236809,122866900
2020-11-03,109.660004,111.489998,108.730003,110.440002,109.898621,107624400
2020-11-04,114.139999,115.589996,112.349998,114.949997,114.386513,138235500
2020-11-05,117.949997,119.620003,116.870003,119.029999,118.44651,126387100
2020-11-06,118.32,119.199997,116.129997,118.690002,118.311951,114457900
2020-11-09,120.5,121.989998,116.050003,116.32,115.949493,154515300
2020-11-10,115.550003,117.589996,114.129997,115.970001,115.600609,138023400
2020-11-11,117.190002,119.629997,116.440002,119.489998,119.10939,112295000
2020-11-12,119.620003,120.529999,118.57,119.209999,118.830284,103162300
2020-11-13,119.440002,119.669998,117.870003,119.260002,118.880127,81581900
2020-11-16,118.919998,120.989998,118.150002,120.300003,119.916817,91183000
2020-11-17,119.550003,120.669998,118.959999,119.389999,119.009712,74271000
2020-11-18,118.610001,119.82,118.0,118.029999,117.654045,76322100
2020-11-19,117.589996,119.059998,116.809998,118.639999,118.262108,74113000
2020-11-20,118.639999,118.769997,117.290001,117.339996,116.96624,73604300
2020-11-23,117.18,117.620003,113.75,113.849998,113.487358,127959300
2020-11-24,113.910004,115.849998,112.589996,115.169998,114.803154,113874200
2020-11-25,115.550003,116.75,115.169998,116.029999,115.660416,76499200
2020-11-27,116.57,117.489998,116.220001,116.589996,116.218628,46691300
2020-11-30,116.970001,120.970001,116.809998,119.050003,118.670799,169410200
2020-12-01,121.010002,123.470001,120.010002,122.720001,122.329109,127728200
2020-12-02,122.019997,123.370003,120.889999,123.080002,122.687958,89004200
2020-12-03,123.519997,123.779999,122.209999,122.940002,122.548409,78967600
2020-12-04,122.599998,122.860001,121.519997,122.25,121.860611,78260400
2020-12-07,122.309998,124.57,122.25,123.75,123.355827,86712000
2020-12-08,124.370003,124.980003,123.089996,124.379997,123.983818,82225500
2020-12-09,124.529999,125.949997,121.0,121.779999,121.392097,115089200
2020-12-10,120.5,123.870003,120.150002,123.239998,122.84745,81312200
2020-12-11,122.43,122.760002,120.550003,122.410004,122.020096,86939800
2020-12-14,122.599998,123.349998,121.540001,121.779999,121.392097,79184500
2020-12-15,124.339996,127.900002,124.129997,127.879997,127.472664,157243700
2020-12-16,127.410004,128.369995,126.559998,127.809998,127.402893,98208600
2020-12-17,128.899994,129.580002,128.039993,128.699997,128.290054,94359800
2020-12-18,128.960007,129.100006,126.120003,126.660004,126.256561,192541500
2020-12-21,125.019997,128.309998,123.449997,128.229996,127.821548,121251600
2020-12-22,131.610001,134.410004,129.649994,131.880005,131.45993,168904800
2020-12-23,132.160004,132.429993,130.779999,130.960007,130.542862,88223700
2020-12-24,131.320007,133.460007,131.100006,131.970001,131.549637,54930100
2020-12-28,133.990005,137.339996,133.509995,136.690002,136.254608,124486200
2020-12-29,138.050003,138.789993,134.339996,134.869995,134.440399,121047300
2020-12-30,135.580002,135.990005,133.399994,133.720001,133.294067,96452100
2020-12-31,134.080002,134.740005,131.720001,132.690002,132.267349,99116600
2021-01-04,133.520004,133.610001,126.760002,129.410004,128.997803,143301900
2021-01-05,128.889999,131.740005,128.429993,131.009995,130.592697,97664900
2021-01-06,127.720001,131.050003,126.379997,126.599998,126.196747,155088000
2021-01-07,128.360001,131.630005,127.860001,130.919998,130.502991,109578200
2021-01-08,132.429993,132.630005,130.229996,132.050003,131.629379,105158200
2021-01-11,129.190002,130.169998,128.5,128.979996,128.569168,100384500
2021-01-12,128.5,129.690002,126.860001,128.800003,128.38974,91951100
2021-01-13,128.759995,131.449997,128.490005,130.889999,130.473083,88636800
2021-01-14,130.800003,131.0,128.759995,128.910004,128.499405,90221800
2021-01-15,128.779999,130.220001,127.0,127.139999,126.735023,111598500
2021-01-19,127.779999,128.710007,126.940002,127.830002,127.422829,90757300
2021-01-20,128.660004,132.490005,128.550003,132.029999,131.609451,104319500
2021-01-21,133.800003,139.669998,133.589996,136.869995,136.434021,120150900
2021-01-22,136.279999,139.850006,135.020004,139.070007,138.627029,114459400
